R-R INTERVAL TROUGHS INDEX, TIME, AMPLITUDE, COMPUTED RESPIRATORY RATE (BREATHS PER MINUTE), BENCHMARK RESPIRATORY RATE (BREATHS PER MINUTE)
177308,1773.08,101, , 
 , , , 11.25, 4.375
177642,1776.42,130, , 
178544,1785.44,146, , 
179181,1791.81,124, , 
179725,1797.25,140, , 
180459,1804.59,74, , 
180536,1805.36,125, , 
181020,1810.2,87, , 
183725,1837.25,145, , 
184102,1841.02,80, , 
 , , , 5.625, 7.5
186509,1865.09,136, , 
186662,1866.62,118, , 
187118,1871.18,149, , 
187267,1872.67,105, , 
187567,1875.67,150, , 
189788,1897.88,123, , 
189937,1899.37,93, , 
190247,1902.47,95, , 
190495,1904.95,121, , 
190663,1906.63,132, , 
191020,1910.2,137, , 
191483,1914.83,123, , 
191671,1916.71,103, , 
191947,1919.47,138, , 
192194,1921.94,143, , 
192427,1924.27,177, , 
192735,1927.35,123, , 
195634,1956.34,87, , 
195869,1958.69,140, , 
196192,1961.92,129, , 
196770,1967.7,79, , 
197021,1970.21,137, , 
197182,1971.82,103, , 
197498,1974.98,104, , 
 , , , 15.0, 8.125
197939,1979.39,118, , 
198840,1988.4,129, , 
199680,1996.8,158, , 
199903,1999.03,90, , 
201126,2011.26,113, , 
201491,2014.91,76, , 
202066,2020.66,82, , 
202753,2027.53,80, , 
203916,2039.16,97, , 
204310,2043.1,98, , 
204921,2049.21,109, , 
205207,2052.07,78, , 
205718,2057.18,95, , 
 , , , 8.125, 10.625
206539,2065.39,111, , 
208702,2087.02,97, , 
209139,2091.39,127, , 
210764,2107.64,69, , 
211734,2117.34,90, , 
213011,2130.11,78, , 
213240,2132.4,90, , 
213386,2133.86,86, , 
213532,2135.32,84, , 
213747,2137.47,82, , 
213963,2139.63,90, , 
215355,2153.55,80, , 
 , , , 7.5, 8.75
216234,2162.34,71, , 
217114,2171.14,88, , 
217420,2174.2,102, , 
217717,2177.17,117, , 
217936,2179.36,76, , 
221119,2211.19,96, , 
221350,2213.5,90, , 
221572,2215.72,84, , 
221789,2217.89,97, , 
222006,2220.06,68, , 
224215,2242.15,71, , 
 , , , 6.875, 8.125
225371,2253.71,141, , 
225595,2255.95,83, , 
225809,2258.09,74, , 
226025,2260.25,84, , 
226171,2261.71,95, , 
228523,2285.23,70, , 
229295,2292.95,157, , 
229595,2295.95,117, , 
230049,2300.49,109, , 
233048,2330.48,58, , 
233294,2332.94,104, , 
 , , , 6.875, 8.125
236732,2367.32,95, , 
237287,2372.87,101, , 
237440,2374.4,126, , 
237586,2375.86,110, , 
237803,2378.03,158, , 
238021,2380.21,135, , 
238168,2381.68,77, , 
241538,2415.38,64, , 
241702,2417.02,135, , 
 , , , 5.625, 10.625
244675,2446.75,108, , 
244998,2449.98,76, , 
245166,2451.66,119, , 
245483,2454.83,85, , 
245635,2456.35,77, , 
246098,2460.98,98, , 
248489,2484.89,71, , 
248732,2487.32,76, , 
249065,2490.65,80, , 
249309,2493.09,89, , 
249549,2495.49,134, , 
249923,2499.23,103, , 
250145,2501.45,142, , 
250374,2503.74,124, , 
253534,2535.34,62, , 
 , , , 9.375, 9.375
253780,2537.8,67, , 
253943,2539.43,137, , 
254178,2541.78,144, , 
254555,2545.55,90, , 
254777,2547.77,100, , 
257980,2579.8,110, , 
258224,2582.24,101, , 
258389,2583.89,115, , 
258637,2586.37,91, , 
258797,2587.97,143, , 
259098,2590.98,82, , 
259388,2593.88,121, , 
262825,2628.25,124, , 
263074,2630.74,113, , 
263241,2632.41,97, , 
 , , , 9.375, 9.375
263491,2634.91,121, , 
263800,2638.0,102, , 
264092,2640.92,89, , 
267521,2675.21,98, , 
267772,2677.72,87, , 
267941,2679.41,126, , 
268404,2684.04,131, , 
271473,2714.73,90, , 
272157,2721.57,90, , 
272331,2723.31,123, , 
272502,2725.02,97, , 
272742,2727.42,150, , 
 , , , 7.5, 10.625
273264,2732.64,109, , 
273412,2734.12,93, , 
275985,2759.85,101, , 
276238,2762.38,113, , 
276743,2767.43,81, , 
277088,2770.88,101, , 
277322,2773.22,128, , 
277686,2776.86,106, , 
277834,2778.34,77, , 
280678,2806.78,57, , 
280859,2808.59,131, , 
281113,2811.13,95, , 
281363,2813.63,169, , 
281519,2815.19,150, , 
281884,2818.84,137, , 
282027,2820.27,106, , 
282251,2822.51,108, , 
 , , , 10.625, 10.0
285363,2853.63,66, , 
285764,2857.64,129, , 
287092,2870.92,104, , 
287295,2872.95,75, , 
288105,2881.05,66, , 
288839,2888.39,72, , 
289560,2895.6,71, , 
290124,2901.24,130, , 
290669,2906.69,118, , 
 , , , 5.625, 8.125
293134,2931.34,64, , 
293453,2934.53,146, , 
293754,2937.54,118, , 
297393,2973.93,72, , 
297635,2976.35,95, , 
298108,2981.08,94, , 
 , , , 3.75, 8.75
301834,3018.34,95, , 
301993,3019.93,124, , 
302225,3022.25,131, , 
302449,3024.49,126, , 
302666,3026.66,98, , 
302883,3028.83,111, , 
306342,3063.42,65, , 
306586,3065.86,87, , 
306986,3069.86,91, , 
307497,3074.97,85, , 
310857,3108.57,80, , 
311097,3110.97,84, , 
 , , , 7.5, 9.375
311331,3113.31,87, , 
311490,3114.9,139, , 
311938,3119.38,112, , 
314269,3142.69,82, , 
315704,3157.04,101, , 
315955,3159.55,127, , 
316189,3161.89,133, , 
316560,3165.6,144, , 
316710,3167.1,68, , 
320056,3200.56,98, , 
320540,3205.4,106, , 
 , , , 6.875, 9.375
321174,3211.74,130, , 
321411,3214.11,129, , 
324103,3241.03,90, , 
324351,3243.51,65, , 
324600,3246.0,74, , 
324852,3248.52,101, , 
325274,3252.74,83, , 
325446,3254.46,137, , 
325685,3256.85,142, , 
325835,3258.35,97, , 
326118,3261.18,129, , 
326257,3262.57,138, , 
329360,3293.6,84, , 
329631,3296.31,93, , 
329810,3298.1,81, , 
329991,3299.91,112, , 
330316,3303.16,95, , 
330772,3307.72,101, , 
 , , , 11.25, 9.375
331889,3318.89,93, , 
334594,3345.94,118, , 
334820,3348.2,75, , 
335195,3351.95,129, , 
338700,3387.0,67, , 
339026,3390.26,99, , 
339250,3392.5,134, , 
339390,3393.9,96, , 
339529,3395.29,87, , 
339665,3396.65,65, , 
339835,3398.35,64, , 
 , , , 6.875, 10.0
340193,3401.93,68, , 
340406,3404.06,86, , 
341028,3410.28,75, , 
341637,3416.37,72, , 
343642,3436.42,92, , 
344507,3445.07,79, , 
344889,3448.89,77, , 
346068,3460.68,79, , 
347059,3470.59,135, , 
348273,3482.73,78, , 
349477,3494.77,64, , 
 , , , 6.875, 9.375
349700,3497.0,75, , 
353157,3531.57,96, , 
353757,3537.57,124, , 
354054,3540.54,97, , 
356204,3562.04,76, , 
356741,3567.41,90, , 
357120,3571.2,98, , 
 , , , 4.375, 10.0
360346,3603.46,73, , 
361162,3611.62,103, , 
361461,3614.61,91, , 
363558,3635.58,56, , 
363794,3637.94,58, , 
364200,3642.0,113, , 
364420,3644.2,135, , 
364564,3645.64,90, , 
366022,3660.22,92, , 
368767,3687.67,71, , 
 , , , 6.25, 8.75
372644,3726.44,84, , 
372883,3728.83,75, , 
373282,3732.82,141, , 
373508,3735.08,103, , 
373652,3736.52,126, , 
374005,3740.05,81, , 
375575,3755.75,151, , 
378233,3782.33,123, , 
 , , , 5.0, 9.375
380293,3802.93,201, , 
382740,3827.4,88, , 
382903,3829.03,102, , 
383285,3832.85,92, , 
383432,3834.32,104, , 
383647,3836.47,120, , 
383863,3838.63,106, , 
385579,3855.79,90, , 
386859,3868.59,63, , 
387443,3874.43,91, , 
387787,3877.87,67, , 
 , , , 6.875, 10.0
388209,3882.09,91, , 
388354,3883.54,105, , 
390656,3906.56,93, , 
391275,3912.75,95, , 
392157,3921.57,61, , 
392400,3924.0,99, , 
392552,3925.52,102, , 
392772,3927.72,107, , 
392918,3929.18,105, , 
393135,3931.35,109, , 
396657,3966.57,89, , 
397133,3971.33,78, , 
397379,3973.79,90, , 
 , , , 8.125, 11.25
397834,3978.34,131, , 
397977,3979.77,109, , 
401682,4016.82,56, , 
401918,4019.18,84, , 
402079,4020.79,99, , 
402235,4022.35,95, , 
402740,4027.4,107, , 
402882,4028.82,102, , 
404074,4040.74,62, , 
406408,4064.08,82, , 
406646,4066.46,81, , 
406809,4068.09,92, , 
407125,4071.25,126, , 
 , , , 8.125, 10.625
407625,4076.25,134, , 
407975,4079.75,63, , 
408276,4082.76,72, , 
410840,4108.4,100, , 
411166,4111.66,66, , 
411338,4113.38,57, , 
411584,4115.84,115, , 
411881,4118.81,104, , 
412165,4121.65,81, , 
413213,4132.13,107, , 
415435,4154.35,67, , 
415597,4155.97,115, , 
415836,4158.36,123, , 
416071,4160.71,144, , 
416222,4162.22,106, , 
416584,4165.84,118, , 
 , , , 10.0, 10.0
417326,4173.26,71, , 
420098,4200.98,88, , 
420262,4202.62,124, , 
420565,4205.65,68, , 
423799,4237.99,91, , 
424293,4242.93,134, , 
424694,4246.94,100, , 
424932,4249.32,100, , 
425090,4250.9,134, , 
425386,4253.86,125, , 
425672,4256.72,101, , 
425815,4258.15,98, , 
428091,4280.91,63, , 
 , , , 8.125, 8.75
428696,4286.96,103, , 
429671,4296.71,114, , 
429810,4298.1,135, , 
430810,4308.1,94, , 
433129,4331.29,111, , 
433648,4336.48,87, , 
434151,4341.51,89, , 
435040,4350.4,90, , 
 , , , 5.0, 6.875
436913,4369.13,125, , 
437136,4371.36,138, , 
437795,4377.95,113, , 
438377,4383.77,89, , 
440387,4403.87,58, , 
441083,4410.83,80, , 
442356,4423.56,86, , 
442703,4427.03,57, , 
442916,4429.16,72, , 
444037,4440.37,77, , 
445480,4454.8,118, , 
445627,4456.27,97, , 
 , , , 7.5, 11.875
449474,4494.74,68, , 
449699,4496.99,68, , 
449991,4499.91,110, , 
453567,4535.67,146, , 
454077,4540.77,100, , 
 , , , 3.125, 10.0
457768,4577.68,70, , 
457994,4579.94,85, , 
458214,4582.14,139, , 
458424,4584.24,119, , 
458635,4586.35,81, , 
462170,4621.7,105, , 
462412,4624.12,115, , 
462640,4626.4,139, , 
462928,4629.28,100, , 
463069,4630.69,78, , 
464780,4647.8,73, , 
 , , , 6.875, 7.5
465072,4650.72,63, , 
466587,4665.87,101, , 
466895,4668.95,61, , 
467127,4671.27,74, , 
467284,4672.84,87, , 
467581,4675.81,132, , 
467790,4677.9,83, , 
467930,4679.3,73, , 
470458,4704.58,78, , 
471531,4715.31,121, , 
471756,4717.56,127, , 
472114,4721.14,98, , 
472531,4725.31,104, , 
472827,4728.27,73, , 
 , , , 8.75, 9.375
475154,4751.54,95, , 
475697,4756.97,91, , 
476088,4760.88,138, , 
476309,4763.09,94, , 
476591,4765.91,95, , 
477741,4777.41,82, , 
478604,4786.04,74, , 
480920,4809.2,144, , 
481214,4812.14,106, , 
481431,4814.31,114, , 
 , , , 6.25, 10.0
485265,4852.65,73, , 
485436,4854.36,137, , 
485814,4858.14,115, , 
486442,4864.42,70, , 
489574,4895.74,76, , 
489736,4897.36,86, , 
489893,4898.93,103, , 
490460,4904.6,109, , 
490598,4905.98,75, , 
 , , , 5.625, 10.625
493974,4939.74,56, , 
494532,4945.32,116, , 
494673,4946.73,99, , 
495019,4950.19,119, , 
497110,4971.1,90, , 
498591,4985.91,106, , 
498746,4987.46,75, , 
498996,4989.96,73, , 
499939,4999.39,96, , 
501014,5010.14,86, , 
501290,5012.9,78, , 
502290,5022.9,95, , 
502490,5024.9,74, , 
504084,5040.84,55, , 
 , , , 8.75, 9.375
504159,5041.59,87, , 
504614,5046.14,79, , 
504922,5049.22,61, , 
505088,5050.88,94, , 
505319,5053.19,122, , 
505949,5059.49,110, , 
506142,5061.42,57, , 
507544,5075.44,68, , 
509016,5090.16,89, , 
509267,5092.67,86, , 
509796,5097.96,82, , 
510236,5102.36,89, , 
510691,5106.91,81, , 
 , , , 8.125, 9.375
513242,5132.42,86, , 
513643,5136.43,88, , 
513871,5138.71,71, , 
515694,5156.94,84, , 
516617,5166.17,76, , 
518348,5183.48,126, , 
518561,5185.61,112, , 
519138,5191.38,77, , 
519447,5194.47,75, , 
520182,5201.82,67, , 
521175,5211.75,81, , 
521969,5219.69,80, , 
 , , , 7.5, 11.25
522702,5227.02,110, , 
523001,5230.01,73, , 
523497,5234.97,95, , 
523934,5239.34,69, , 
524236,5242.36,56, , 
527220,5272.2,117, , 
527520,5275.2,96, , 
527738,5277.38,83, , 
528714,5287.14,102, , 
529139,5291.39,81, , 
531178,5311.78,93, , 
531406,5314.06,92, , 
531627,5316.27,84, , 
531843,5318.43,78, , 
532061,5320.61,100, , 
 , , , 9.375, 9.375
532282,5322.82,76, , 
533872,5338.72,69, , 
535265,5352.65,123, , 
535423,5354.23,121, , 
535572,5355.72,65, , 
535789,5357.89,112, , 
536669,5366.69,54, , 
539662,5396.62,72, , 
539827,5398.27,103, , 
540057,5400.57,91, , 
540202,5402.02,58, , 
540493,5404.93,99, , 
540712,5407.12,86, , 
541236,5412.36,65, , 
 , , , 8.75, 8.75
544232,5442.32,84, , 
544394,5443.94,112, , 
544556,5445.56,119, , 
544711,5447.11,115, , 
545081,5450.81,140, , 
545875,5458.75,83, , 
546464,5464.64,60, , 
548289,5482.89,80, , 
548907,5489.07,60, , 
549144,5491.44,61, , 
549382,5493.82,111, , 
549537,5495.37,93, , 
549756,5497.56,64, , 
549970,5499.7,100, , 
550182,5501.82,72, , 
550401,5504.01,77, , 
 , , , 10.0, 9.375
553514,5535.14,106, , 
553734,5537.34,80, , 
558068,5580.68,65, , 
558311,5583.11,143, , 
558683,5586.83,90, , 
559104,5591.04,70, , 
559695,5596.95,89, , 
560784,5607.84,70, , 
 , , , 5.0, 8.75
562741,5627.41,77, , 
562906,5629.06,88, , 
563093,5630.93,91, , 
563424,5634.24,85, , 
563566,5635.66,98, , 
563738,5637.38,60, , 
564604,5646.04,66, , 
565262,5652.62,59, , 
567273,5672.73,68, , 
567519,5675.19,82, , 
567751,5677.51,146, , 
567974,5679.74,107, , 
568413,5684.13,75, , 
568947,5689.47,58, , 
 , , , 8.75, 9.375
571776,5717.76,58, , 
572180,5721.8,126, , 
572760,5727.6,57, , 
572974,5729.74,97, , 
574038,5740.38,74, , 
576365,5763.65,102, , 
576601,5766.01,115, , 
576826,5768.26,73, , 
 , , , 5.0, 10.625
580620,5806.2,143, , 
581065,5810.65,55, , 
581488,5814.88,77, , 
582100,5821.0,70, , 
585059,5850.59,143, , 
585435,5854.35,100, , 
586322,5863.22,90, , 
589421,5894.21,65, , 
589662,5896.62,91, , 
 , , , 5.625, 10.625
589820,5898.2,112, , 
590044,5900.44,128, , 
590774,5907.74,72, , 
591414,5914.14,87, , 
592946,5929.46,82, , 
594533,5945.33,119, , 
595052,5950.52,65, , 
595349,5953.49,89, , 
598713,5987.13,63, , 
598882,5988.82,137, , 
599549,5995.49,79, , 
 , , , 6.875, 8.75
599866,5998.66,59, , 
603444,6034.44,76, , 
603988,6039.88,64, , 
604623,6046.23,71, , 
605093,6050.93,58, , 
605776,6057.76,102, , 
605996,6059.96,77, , 
606723,6067.23,87, , 
608583,6085.83,81, , 
 , , , 5.625, 9.375
609853,6098.53,99, , 
610070,6100.7,90, , 
610803,6108.03,89, , 
612840,6128.4,60, , 
613282,6132.82,71, , 
614554,6145.54,123, , 
614983,6149.83,67, , 
615197,6151.97,87, , 
617206,6172.06,76, , 
618477,6184.77,80, , 
 , , , 6.25, 9.375
619264,6192.64,90, , 
619655,6196.55,123, , 
619878,6198.78,102, , 
620093,6200.93,73, , 
620310,6203.1,73, , 
620820,6208.2,73, , 
621121,6211.21,77, , 
625348,6253.48,137, , 
625740,6257.4,122, , 
625968,6259.68,103, , 
 , , , 6.25, 6.25
631100,6311.0,101, , 
631537,6315.37,118, , 
633230,6332.3,87, , 
635988,6359.88,142, , 
636135,6361.35,86, , 
636347,6363.47,104, , 
636558,6365.58,104, , 
 , , , 4.375, 5.0
639796,6397.96,74, , 
640031,6400.31,76, , 
640407,6404.07,118, , 
640552,6405.52,67, , 
645924,6459.24,69, , 
646220,6462.2,109, , 
646362,6463.62,113, , 
 , , , 4.375, 4.375
650857,6508.57,83, , 
652662,6526.62,141, , 
652948,6529.48,111, , 
653084,6530.84,120, , 
656720,6567.2,84, , 
 , , , 3.125, 5.0
656941,6569.41,82, , 
657157,6571.57,86, , 
661285,6612.85,67, , 
661563,6615.63,90, , 
661936,6619.36,87, , 
 , , , 3.125, 6.25
668048,6680.48,98, , 
670743,6707.43,62, , 
671086,6710.86,85, , 
671367,6713.67,91, , 
674054,6740.54,74, , 
674357,6743.57,70, , 
674506,6745.06,97, , 
674724,6747.24,74, , 
674934,6749.34,109, , 
675138,6751.38,80, , 
 , , , 6.25, 6.25
679499,6794.99,105, , 
679983,6799.83,66, , 
683598,6835.98,94, , 
683816,6838.16,86, , 
684097,6840.97,62, , 
684381,6843.81,92, , 
684992,6849.92,71, , 
685455,6854.55,57, , 
 , , , 5.0, 4.375
686058,6860.58,90, , 
689346,6893.46,122, , 
690697,6906.97,96, , 
693395,6933.95,92, , 
693614,6936.14,126, , 
693821,6938.21,65, , 
694096,6940.96,75, , 
 , , , 4.375, 5.0
695998,6959.98,87, , 
696447,6964.47,95, , 
699061,6990.61,94, , 
700453,7004.53,93, , 
700984,7009.84,68, , 
701717,7017.17,84, , 
703508,7035.08,110, , 
703719,7037.19,79, , 
704058,7040.58,96, , 
704258,7042.58,75, , 
704460,7044.6,62, , 
704659,7046.59,68, , 
 , , , 7.5, 5.625
705040,7050.4,78, , 
708072,7080.72,83, , 
708610,7086.1,62, , 
709967,7099.67,65, , 
713253,7132.53,63, , 
714545,7145.45,68, , 
 , , , 3.75, 5.625
715312,7153.12,80, , 
719387,7193.87,114, , 
722657,7226.57,84, , 
723028,7230.28,82, , 
723237,7232.37,56, , 
723509,7235.09,64, , 
 , , , 3.75, 5.625
726583,7265.83,63, , 
726870,7268.7,79, , 
728686,7286.86,63, , 
729559,7295.59,64, , 
729905,7299.05,79, , 
730528,7305.28,77, , 
731054,7310.54,58, , 
731441,7314.41,76, , 
732689,7326.89,82, , 
 , , , 5.625, 6.875
734230,7342.3,128, , 
734680,7346.8,99, , 
735487,7354.87,77, , 
736267,7362.67,78, , 
736696,7366.96,63, , 
736982,7369.82,59, , 
737417,7374.17,79, , 
738383,7383.83,97, , 
739171,7391.71,97, , 
739462,7394.62,89, , 
740909,7409.09,61, , 
741591,7415.91,63, , 
742750,7427.5,144, , 
 , , , 8.125, 9.375
743373,7433.73,59, , 
743961,7439.61,97, , 
745443,7454.43,83, , 
747878,7478.78,56, , 
748264,7482.64,62, , 
748906,7489.06,66, , 
750229,7502.29,60, , 
751077,7510.77,87, , 
752252,7522.52,123, , 
752830,7528.3,62, , 
 , , , 6.25, 9.375
753053,7530.53,70, , 
753447,7534.47,78, , 
757218,7572.18,72, , 
757802,7578.02,81, , 
758403,7584.03,77, , 
759205,7592.05,81, , 
760216,7602.16,63, , 
762009,7620.09,62, , 
 , , , 5.0, 10.0
762871,7628.71,76, , 
763617,7636.17,65, , 
763911,7639.11,59, , 
764275,7642.75,75, , 
765104,7651.04,84, , 
765394,7653.94,84, , 
766161,7661.61,80, , 
767368,7673.68,57, , 
769006,7690.06,85, , 
769229,7692.29,89, , 
769614,7696.14,119, , 
769762,7697.62,76, , 
770113,7701.13,65, , 
770520,7705.2,106, , 
771189,7711.89,77, , 
771468,7714.68,56, , 
772748,7727.48,80, , 
 , , , 10.625, 7.5
773034,7730.34,56, , 
774036,7740.36,109, , 
774874,7748.74,81, , 
775047,7750.47,134, , 
775359,7753.59,55, , 
776299,7762.99,55, , 
776931,7769.31,117, , 
779172,7791.72,148, , 
780547,7805.47,139, , 
781722,7817.22,94, , 
 , , , 6.25, 6.875
781957,7819.57,131, , 
783909,7839.09,107, , 
789230,7892.3,99, , 
 , , , 1.875, 10.0
791304,7913.04,94, , 
792161,7921.61,80, , 
792542,7925.42,122, , 
794056,7940.56,73, , 
794285,7942.85,127, , 
795169,7951.69,84, , 
796161,7961.61,71, , 
796473,7964.73,111, , 
796779,7967.79,119, , 
797084,7970.84,137, , 
798811,7988.11,69, , 
799927,7999.27,75, , 
 , , , 7.5, 16.875
801311,8013.11,106, , 
802253,8022.53,103, , 
802843,8028.43,118, , 
803283,8032.83,113, , 
803576,8035.76,107, , 
803799,8037.99,75, , 
804168,8041.68,97, , 
804467,8044.67,122, , 
804766,8047.66,97, , 
805060,8050.6,125, , 
805434,8054.34,105, , 
805737,8057.37,107, , 
806035,8060.35,118, , 
806329,8063.29,132, , 
806983,8069.83,123, , 
807350,8073.5,118, , 
808579,8085.79,113, , 
809453,8094.53,115, , 
809742,8097.42,115, , 
810394,8103.94,87, , 
 , , , 12.5, 20.625
811283,8112.83,125, , 
811574,8115.74,108, , 
812235,8122.35,128, , 
812537,8125.37,84, , 
813847,8138.47,105, , 
814138,8141.38,87, , 
814428,8144.28,79, , 
814789,8147.89,113, , 
815079,8150.79,107, , 
815374,8153.74,93, , 
815668,8156.68,81, , 
815963,8159.63,128, , 
816255,8162.55,116, , 
816836,8168.36,120, , 
817129,8171.29,86, , 
817717,8177.17,83, , 
819252,8192.52,67, , 
819543,8195.43,109, , 
819831,8198.31,111, , 
 , , , 11.875, 22.5
820191,8201.91,115, , 
821061,8210.61,112, , 
821360,8213.6,115, , 
821658,8216.58,75, , 
822028,8220.28,103, , 
822250,8222.5,134, , 
822686,8226.86,96, , 
823402,8234.02,92, , 
824048,8240.48,105, , 
824333,8243.33,125, , 
825678,8256.78,74, , 
825963,8259.63,92, , 
826888,8268.88,134, , 
827898,8278.98,122, , 
828551,8285.51,94, , 
828839,8288.39,80, , 
829124,8291.24,130, , 
829698,8296.98,125, , 
830926,8309.26,116, , 
831217,8312.17,108, , 
831793,8317.93,68, , 
 , , , 13.125, 20.0
 , , , 0.0, 20.0
840177,8401.77,118, , 
840475,8404.75,85, , 
840847,8408.47,133, , 
841867,8418.67,91, , 
842234,8422.34,68, , 
842527,8425.27,69, , 
842818,8428.18,76, , 
843108,8431.08,104, , 
844037,8440.37,131, , 
845043,8450.43,117, , 
845327,8453.27,122, , 
845613,8456.13,94, , 
845903,8459.03,135, , 
846196,8461.96,126, , 
846486,8464.86,122, , 
846771,8467.71,65, , 
847401,8474.01,77, , 
847687,8476.87,100, , 
847976,8479.76,115, , 
 , , , 11.875, 22.5
848983,8489.83,115, , 
849560,8495.6,118, , 
849920,8499.2,109, , 
850206,8502.06,117, , 
850567,8505.67,98, , 
851135,8511.35,79, , 
851422,8514.22,108, , 
851710,8517.1,85, , 
852067,8520.67,98, , 
852567,8525.67,77, , 
853079,8530.79,87, , 
853727,8537.27,80, , 
854018,8540.18,110, , 
854669,8546.69,78, , 
855244,8552.44,110, , 
856177,8561.77,87, , 
856546,8565.46,125, , 
856841,8568.41,84, , 
858343,8583.43,108, , 
 , , , 11.875, 21.875
858559,8585.59,108, , 
858920,8589.2,115, , 
859208,8592.08,96, , 
859495,8594.95,125, , 
860706,8607.06,121, , 
861628,8616.28,113, , 
863116,8631.16,115, , 
863411,8634.11,123, , 
863703,8637.03,119, , 
864067,8640.67,124, , 
864357,8643.57,121, , 
864646,8646.46,68, , 
865587,8655.87,110, , 
865875,8658.75,99, , 
867007,8670.07,134, , 
