R-PEAK AMPLITUDE PEAK INDEX, TIME, AMPLITUDE, COMPUTED RESPIRATORY RATE (BREATHS PER MINUTE), BENCHMARK RESPIRATORY RATE (BREATHS PER MINUTE)
 , , , 10.625, 15.625
983625,9836.25,129, , 
985125,9851.25,135, , 
985329,9853.29,134, , 
986138,9861.38,133, , 
986486,9864.86,130, , 
986758,9867.58,123, , 
987293,9872.93,120, , 
988180,9881.8,132, , 
988792,9887.92,127, , 
989065,9890.65,117, , 
989683,9896.83,120, , 
989953,9899.53,133, , 
990633,9906.33,133, , 
991318,9913.18,119, , 
991795,9917.95,140, , 
 , , , 9.375, 18.75
994641,9946.41,128, , 
995183,9951.83,131, , 
996600,9966.0,123, , 
997268,9972.68,137, , 
997738,9977.38,122, , 
998207,9982.07,131, , 
998540,9985.4,124, , 
998812,9988.12,143, , 
1000723,10007.23,134, , 
1000998,10009.98,139, , 
1002286,10022.86,138, , 
1002569,10025.69,120, , 
 , , , 7.5, 11.875
1003246,10032.46,111, , 
1003782,10037.82,124, , 
1004465,10044.65,121, , 
1005002,10050.02,121, , 
1005338,10053.38,131, , 
1005830,10058.3,126, , 
1006583,10065.83,130, , 
1007058,10070.58,128, , 
1008043,10080.43,127, , 
1008654,10086.54,129, , 
1009223,10092.23,135, , 
1009497,10094.97,123, , 
1009766,10097.66,129, , 
1011476,10114.76,121, , 
1011816,10118.16,117, , 
1012018,10120.18,126, , 
 , , , 10.0, 15.625
1013864,10138.64,138, , 
1016896,10168.96,111, , 
1019063,10190.63,121, , 
1020079,10200.79,128, , 
1020352,10203.52,141, , 
1021641,10216.41,126, , 
 , , , 3.75, 15.0
1022320,10223.2,124, , 
1022658,10226.58,133, , 
1022996,10229.96,127, , 
1024145,10241.45,131, , 
1024481,10244.81,123, , 
1024951,10249.51,126, , 
1025830,10258.3,132, , 
1026498,10264.98,124, , 
1027315,10273.15,131, , 
1028658,10286.58,135, , 
1029727,10297.27,110, , 
1030329,10303.29,142, , 
1030595,10305.95,132, , 
1031134,10311.34,131, , 
 , , , 8.75, 16.875
1031910,10319.1,125, , 
1032124,10321.24,134, , 
1032929,10329.29,135, , 
1033270,10332.7,133, , 
1033551,10335.51,144, , 
1034493,10344.93,110, , 
1034829,10348.29,140, , 
1036383,10363.83,127, , 
1036789,10367.89,136, , 
1037538,10375.38,128, , 
1038004,10380.04,133, , 
1038602,10386.02,130, , 
1038944,10389.44,132, , 
1039619,10396.19,125, , 
1039886,10398.86,125, , 
 , , , 9.375, 17.5
1041110,10411.1,121, , 
1041382,10413.82,127, , 
1041654,10416.54,125, , 
1042947,10429.47,122, , 
1043824,10438.24,131, , 
1044028,10440.28,120, , 
1044300,10443.0,126, , 
1044501,10445.01,135, , 
1044832,10448.32,136, , 
1045434,10454.34,129, , 
1045705,10457.05,125, , 
1046579,10465.79,134, , 
1047053,10470.53,118, , 
1047881,10478.81,114, , 
1049468,10494.68,127, , 
1049826,10498.26,135, , 
1050870,10508.7,119, , 
1051148,10511.48,127, , 
 , , , 11.25, 13.125
1051633,10516.33,123, , 
1053363,10533.63,125, , 
1054454,10544.54,149, , 
1054904,10549.04,256, , 
1056481,10564.81,151, , 
1057719,10577.19,144, , 
1058097,10580.97,133, , 
1059572,10595.72,122, , 
 , , , 5.0, 6.25
1060988,10609.88,144, , 
1061445,10614.45,125, , 
1061965,10619.65,133, , 
1062225,10622.25,129, , 
1064792,10647.92,106, , 
1065118,10651.18,136, , 
1065314,10653.14,147, , 
1065510,10655.1,124, , 
1065838,10658.38,157, , 
1068338,10683.38,116, , 
1068550,10685.5,158, , 
1068911,10689.11,137, , 
 , , , 7.5, 9.375
1070900,10709.0,132, , 
1071773,10717.73,159, , 
1072310,10723.1,144, , 
1072571,10725.71,143, , 
1072952,10729.52,135, , 
1073267,10732.67,137, , 
1074658,10746.58,134, , 
1075357,10753.57,122, , 
1075557,10755.57,155, , 
1075755,10757.55,120, , 
1076087,10760.87,141, , 
1076286,10762.86,138, , 
1076817,10768.17,150, , 
1077086,10770.86,128, , 
1079206,10792.06,154, , 
1080265,10802.65,138, , 
1081504,10815.04,114, , 
 , , , 10.625, 9.375
1081659,10816.59,125, , 
1082605,10826.05,133, , 
1082809,10828.09,147, , 
1082946,10829.46,173, , 
1083082,10830.82,143, , 
1083218,10832.18,183, , 
1083283,10832.83,128, , 
1083547,10835.47,146, , 
1084692,10846.92,179, , 
1086808,10868.08,164, , 
1087111,10871.11,171, , 
1087544,10875.44,150, , 
1088283,10882.83,148, , 
 , , , 8.125, 11.875
1089642,10896.42,148, , 
1090316,10903.16,131, , 
1090585,10905.85,138, , 
1090974,10909.74,174, , 
1091308,10913.08,144, , 
1092238,10922.38,163, , 
1092636,10926.36,196, , 
1093028,10930.28,177, , 
1093312,10933.12,183, , 
1094952,10949.52,142, , 
1098344,10983.44,135, , 
 , , , 6.875, 11.875
1098555,10985.55,157, , 
1101699,11016.99,135, , 
1102053,11020.53,133, , 
1102779,11027.79,128, , 
1105252,11052.52,147, , 
1105608,11056.08,153, , 
1105954,11059.54,149, , 
1106537,11065.37,143, , 
1107210,11072.1,152, , 
 , , , 5.625, 13.125
1109194,11091.94,116, , 
1109473,11094.73,174, , 
1109955,11099.55,149, , 
1110544,11105.44,146, , 
1113394,11133.94,122, , 
1114725,11147.25,140, , 
1115071,11150.71,149, , 
 , , , 4.375, 10.625
1117869,11178.69,166, , 
1125716,11257.16,162, , 
 , , , 1.25, 12.5
1128494,11284.94,206, , 
1128704,11287.04,187, , 
1128805,11288.05,216, , 
1129876,11298.76,145, , 
1135836,11358.36,140, , 
 , , , 3.125, 8.125
1139198,11391.98,107, , 
1139537,11395.37,125, , 
1139815,11398.15,137, , 
1140021,11400.21,132, , 
1142739,11427.39,130, , 
1143220,11432.2,116, , 
1143570,11435.7,137, , 
1144047,11440.47,119, , 
1144245,11442.45,109, , 
1144842,11448.42,138, , 
 , , , 6.25, 9.375
1146766,11467.66,121, , 
1147240,11472.4,118, , 
1147456,11474.56,105, , 
1147667,11476.67,103, , 
1147806,11478.06,143, , 
1148663,11486.63,135, , 
1148945,11489.45,143, , 
1149476,11494.76,125, , 
1151761,11517.61,135, , 
1152315,11523.15,131, , 
1154201,11542.01,118, , 
1155605,11556.05,125, , 
1155887,11558.87,142, , 
 , , , 8.125, 11.25
1156290,11562.9,133, , 
1156832,11568.32,134, , 
1158684,11586.84,121, , 
1159588,11595.88,106, , 
1159889,11598.89,161, , 
1160174,11601.74,133, , 
1160581,11605.81,137, , 
1163512,11635.12,114, , 
1164382,11643.82,151, , 
1164791,11647.91,106, , 
1165198,11651.98,131, , 
 , , , 6.875, 11.25
1168382,11683.82,158, , 
1168924,11689.24,120, , 
1169123,11691.23,124, , 
1172614,11726.14,131, , 
1173289,11732.89,116, , 
1174760,11747.6,112, , 
1176652,11766.52,137, , 
 , , , 4.375, 8.75
1176922,11769.22,149, , 
1177057,11770.57,147, , 
1177191,11771.91,127, , 
1179613,11796.13,111, , 
1180514,11805.14,109, , 
1180870,11808.7,152, , 
1181083,11810.83,144, , 
 , , , 4.375, 10.625
1185085,11850.85,127, , 
1185654,11856.54,125, , 
1185860,11858.6,148, , 
1188895,11888.95,123, , 
1189463,11894.63,147, , 
1190080,11900.8,139, , 
1190287,11902.87,124, , 
1193044,11930.44,121, , 
1193265,11932.65,145, , 
 , , , 5.625, 11.25
1195124,11951.24,130
1195540,11955.4,117
1196261,11962.61,119
1196971,11969.71,132
1197663,11976.63,145
1198004,11980.04,135
1198707,11987.07,131
1200613,12006.13,147
1201576,12015.76,141
1201782,12017.82,148
1203354,12033.54,140
1203551,12035.51,123
1204023,12040.23,141
1205654,12056.54,138
1205932,12059.32,141
1206213,12062.13,154
 , , , 8.0, 10.5
